date,state,district,partial_male,full_male,booster_male,partial_female,full_female,booster_female,partial_missing,full_missing,booster_missing
2021-02-24,Johor,Batu Pahat,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Johor Bahru,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Kluang,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Kota Tinggi,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Kulai,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Mersing,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Muar,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Pontian,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Segamat,0,0,0,0,0,0,0,0,0
2021-02-24,Johor,Tangkak,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Baling,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Bandar Baharu,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Kota Setar,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Kuala Muda,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Kubang Pasu,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Kulim,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Langkawi,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Padang Terap,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Pendang,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Pokok Sena,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Sik,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,Yan,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Bachok,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Gua Musang,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Jeli,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Kecil Lojing,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Kota Bharu,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Kuala Krai,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Machang,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Pasir Mas,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Pasir Puteh,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Tanah Merah,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,Tumpat,0,0,0,0,0,0,0,0,0
2021-02-24,Melaka,Alor Gajah,0,0,0,0,0,0,0,0,0
2021-02-24,Melaka,Jasin,0,0,0,0,0,0,0,0,0
2021-02-24,Melaka,Melaka Tengah,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Jelebu,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Jempol,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Kuala Pilah,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Port Dickson,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Rembau,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Seremban,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,Tampin,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Bentong,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Bera,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Cameron Highlands,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Jerantut,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Kuantan,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Lipis,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Maran,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Pekan,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Raub,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Rompin,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,Temerloh,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Batang Padang,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Hilir Perak,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Hulu Perak,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Kampar,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Kerian,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Kinta,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Kuala Kangsar,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Larut Dan Matang,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Manjung,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Muallim,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,Perak Tengah,0,0,0,0,0,0,0,0,0
2021-02-24,Perlis,Perlis,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,Barat Daya,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,Seberang Perai Selatan,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,Seberang Perai Tengah,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,Seberang Perai Utara,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,Timur Laut,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Beaufort,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Beluran,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Keningau,0,0,0,1,0,0,0,0,0
2021-02-24,Sabah,Kinabatangan,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Kota Belud,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Kota Kinabalu,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Kuala Penyu,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Kudat,0,0,0,0,1,0,0,0,0
2021-02-24,Sabah,Kunak,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Lahad Datu,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Nabawan,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Papar,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Penampang,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Pitas,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Putatan,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Ranau,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Sandakan,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Semporna,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Sipitang,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Tambunan,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Tawau,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Telupid,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Tenom,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Tongod,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,Tuaran,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Asajaya,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Bau,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Belaga,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Beluru,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Betong,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Bintulu,0,1,0,0,0,0,0,1,0
2021-02-24,Sarawak,Bukit Mabong,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Dalat,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Daro,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Julau,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Kabong,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Kanowit,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Kapit,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Kuching,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Lawas,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Limbang,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Lubok Antu,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Lundu,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Maradong,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Marudi,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Matu,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Miri,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Mukah,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Pakan,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Pusa,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Samarahan,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Saratok,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Sarikei,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Sebauh,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Selangau,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Serian,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Sibu,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Simunjan,0,0,0,1,0,0,0,0,0
2021-02-24,Sarawak,Song,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Sri Aman,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Subis,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Tanjung Manis,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Tatau,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Tebedu,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,Telang Usan,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Gombak,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Hulu Langat,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Hulu Selangor,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Klang,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Kuala Langat,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Kuala Selangor,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Petaling,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Sabak Bernam,0,0,0,0,0,0,0,0,0
2021-02-24,Selangor,Sepang,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Besut,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Dungun,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Hulu Terengganu,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Kemaman,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Kuala Nerus,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Kuala Terengganu,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Marang,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,Setiu,0,0,0,0,0,0,0,0,0
2021-02-24,W.P. Kuala Lumpur,Kuala Lumpur,10,0,0,31,0,0,0,0,0
2021-02-24,W.P. Labuan,Labuan,0,0,0,0,0,0,0,0,0
2021-02-24,W.P. Putrajaya,Putrajaya,8,0,0,9,0,0,3,0,0
2021-02-25,Johor,Batu Pahat,2,0,0,6,0,0,5,0,0
2021-02-25,Johor,Johor Bahru,8,0,0,28,0,0,0,0,0
2021-02-25,Johor,Kluang,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Kota Tinggi,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Kulai,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Mersing,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Muar,8,0,0,23,0,0,0,0,0
2021-02-25,Johor,Pontian,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Segamat,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,Tangkak,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Baling,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Bandar Baharu,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Kota Setar,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Kuala Muda,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Kubang Pasu,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Kulim,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Langkawi,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Padang Terap,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Pendang,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Pokok Sena,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Sik,0,0,0,0,0,0,0,0,0
2021-02-25,Kedah,Yan,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Bachok,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Gua Musang,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Jeli,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Kecil Lojing,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Kota Bharu,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Kuala Krai,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Machang,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Pasir Mas,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Pasir Puteh,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Tanah Merah,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,Tumpat,0,0,0,0,0,0,0,0,0
2021-02-25,Melaka,Alor Gajah,0,0,0,0,0,0,0,0,0
2021-02-25,Melaka,Jasin,0,0,0,0,0,0,0,0,0
2021-02-25,Melaka,Melaka Tengah,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Jelebu,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Jempol,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Kuala Pilah,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Port Dickson,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Rembau,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Seremban,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,Tampin,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Bentong,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Bera,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Cameron Highlands,0,0,0,1,0,0,0,0,0
2021-02-25,Pahang,Jerantut,0,0,0,6,0,0,0,0,0
2021-02-25,Pahang,Kuantan,24,0,0,27,0,0,0,0,0
2021-02-25,Pahang,Lipis,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Maran,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Pekan,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Raub,1,0,0,28,0,0,0,0,0
2021-02-25,Pahang,Rompin,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,Temerloh,3,0,0,33,0,0,0,0,0
2021-02-25,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Batang Padang,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Hilir Perak,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Hulu Perak,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Kampar,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Kerian,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Kinta,89,0,0,205,0,0,2,0,0
2021-02-25,Perak,Kuala Kangsar,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Larut Dan Matang,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Manjung,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Muallim,0,0,0,0,0,0,0,0,0
2021-02-25,Perak,Perak Tengah,0,0,0,0,0,0,0,0,0
2021-02-25,Perlis,Perlis,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,Barat Daya,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,Seberang Perai Selatan,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,Seberang Perai Tengah,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,Seberang Perai Utara,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,Timur Laut,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Beaufort,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Beluran,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Keningau,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kinabatangan,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kota Belud,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kota Kinabalu,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kota Marudu,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kuala Penyu,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kudat,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Kunak,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Lahad Datu,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Nabawan,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Papar,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Penampang,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Pitas,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Putatan,1,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Ranau,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Sandakan,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Semporna,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Sipitang,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Tambunan,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Tawau,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Telupid,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Tenom,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Tongod,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,Tuaran,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Asajaya,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Bau,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Belaga,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Beluru,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Betong,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Bintulu,0,0,0,0,0,0,0,2,0
2021-02-25,Sarawak,Bukit Mabong,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Dalat,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Daro,1,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Julau,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Kabong,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Kanowit,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Kapit,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Kuching,0,0,0,1,0,0,0,0,0
2021-02-25,Sarawak,Lawas,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Limbang,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Lubok Antu,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Lundu,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Maradong,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Marudi,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Matu,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Miri,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Mukah,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Pakan,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Pusa,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Samarahan,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Saratok,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Sarikei,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Sebauh,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Selangau,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Serian,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Sibu,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Simunjan,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Song,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Sri Aman,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Subis,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Tanjung Manis,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Tatau,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Tebedu,0,0,0,0,0,0,0,0,0
2021-02-25,Sarawak,Telang Usan,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Gombak,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Hulu Langat,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Hulu Selangor,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Klang,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Kuala Langat,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Kuala Selangor,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Petaling,32,0,0,10,0,0,1,0,0
2021-02-25,Selangor,Sabak Bernam,0,0,0,0,0,0,0,0,0
2021-02-25,Selangor,Sepang,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Besut,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Dungun,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Hulu Terengganu,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Kemaman,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Kuala Nerus,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Kuala Terengganu,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Marang,0,0,0,0,0,0,0,0,0
2021-02-25,Terengganu,Setiu,0,0,0,0,0,0,0,0,0
2021-02-25,W.P. Kuala Lumpur,Kuala Lumpur,232,0,0,300,0,0,15,0,0
2021-02-25,W.P. Labuan,Labuan,0,0,0,2,0,0,0,0,0
2021-02-25,W.P. Putrajaya,Putrajaya,21,0,0,33,0,0,1,0,0
2021-02-26,Johor,Batu Pahat,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Johor Bahru,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Kluang,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Kota Tinggi,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Kulai,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Mersing,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Muar,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Pontian,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Segamat,0,0,0,0,0,0,0,0,0
2021-02-26,Johor,Tangkak,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Baling,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Bandar Baharu,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Kota Setar,1,0,0,5,0,0,0,0,0
2021-02-26,Kedah,Kuala Muda,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Kubang Pasu,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Kulim,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Langkawi,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Padang Terap,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Pendang,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Pokok Sena,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Sik,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,Yan,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Bachok,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Gua Musang,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Jeli,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Kecil Lojing,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Kota Bharu,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Kuala Krai,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Machang,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Pasir Mas,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Pasir Puteh,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Tanah Merah,0,0,0,0,0,0,0,0,0
2021-02-26,Kelantan,Tumpat,0,0,0,0,0,0,0,0,0
2021-02-26,Melaka,Alor Gajah,0,0,0,5,0,0,0,0,0
2021-02-26,Melaka,Jasin,0,0,0,0,0,0,0,0,0
2021-02-26,Melaka,Melaka Tengah,77,0,0,140,0,0,37,0,0
2021-02-26,Negeri Sembilan,Jelebu,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Jempol,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Kuala Pilah,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Port Dickson,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Rembau,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Seremban,0,0,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,Tampin,0,0,0,0,0,0,0,0,0
2021-02-26,Pahang,Bentong,13,0,0,27,0,0,28,0,0
2021-02-26,Pahang,Bera,0,0,0,0,0,0,0,0,0
2021-02-26,Pahang,Cameron Highlands,65,0,0,33,0,0,1,0,0
2021-02-26,Pahang,Jerantut,0,0,0,0,0,0,0,0,0
2021-02-26,Pahang,Kuantan,85,0,0,31,0,0,5,0,0
2021-02-26,Pahang,Lipis,5,0,0,26,0,0,9,0,0
2021-02-26,Pahang,Maran,43,0,0,76,0,0,0,0,0
2021-02-26,Pahang,Pekan,17,0,0,32,0,0,6,0,0
2021-02-26,Pahang,Raub,42,0,0,56,0,0,0,0,0
2021-02-26,Pahang,Rompin,28,0,0,50,0,0,11,0,0
2021-02-26,Pahang,Temerloh,40,0,0,44,0,0,0,0,0
2021-02-26,Perak,Bagan Datuk,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Batang Padang,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Hilir Perak,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Hulu Perak,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Kampar,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Kerian,0,0,0,0,0,0,0,0,0
2021-02-26,Perak,Kinta,185,0,0,293,0,0,10,0,0
2021-02-26,Perak,Kuala Kangsar,0,0,0,0,0,0,0,0,0
